,,demturnout,demturnout,demturnout,dem,dem,dem,AGE18PLUS_TOT,AGE18PLUS_TOT,AGE18PLUS_TOT
Ohio,PORTAGE COUNTY,0.30565950029052874,0.2462807404310312,0.2638455670772693,39453,32397,34935,129075,131545,132407
Ohio,PREBLE COUNTY,0.19447662585715628,0.13638800416259342,0.13946979464763043,6211,4325,4435,31937,31711,31799
Ohio,PUTNAM COUNTY,0.17006025757158047,0.11551690057323581,0.12479708595636853,4318,2922,3152,25391,25295,25257
Ohio,RICHLAND COUNTY,0.2373340586456884,0.16949063244188742,0.1812854422455786,22687,16085,17231,95591,94902,95049
Ohio,ROSS COUNTY,0.24194566228244985,0.17148818493434234,0.17116714649723683,14569,10356,10345,60216,60389,60438
Ohio,SANDUSKY COUNTY,0.3156626506024096,0.21755516115602883,0.22795779128183752,14541,9929,10391,46065,45639,45583
Ohio,SCIOTO COUNTY,0.24590217409032342,0.15305198940770287,0.15034639294002067,15077,9132,8876,61313,59666,59037
Ohio,SENECA COUNTY,0.26263677793971363,0.17169491918465785,0.1885748674860542,11353,7404,8147,43227,43123,43203
Ohio,SHELBY COUNTY,0.17597447634900817,0.11667812457032861,0.1201026565102247,6343,4243,4399,36045,36365,36627
Ohio,STARK COUNTY,0.30708691158443413,0.23318984101781448,0.25485288773390197,89432,68146,74336,291227,292234,291682
Ohio,SUMMIT COUNTY,0.36323394680502613,0.31525187322862197,0.34548528520124994,153037,134256,148151,421318,425869,428820
Ohio,TRUMBULL COUNTY,0.37941259704945063,0.2691183923219861,0.27592282729946255,61672,43014,43534,162546,159833,157776
Ohio,TUSCARAWAS COUNTY,0.2593083045713883,0.17092770492952808,0.17808045523691476,18407,12188,12643,70985,71305,70996
Ohio,UNION COUNTY,0.2271964907753838,0.18526164186269803,0.24667654720201204,8805,7718,10985,38755,41660,44532
Ohio,VAN WERT COUNTY,0.18602825745682888,0.12482643710080533,0.1393506792539719,4029,2697,3026,21658,21606,21715
Ohio,VINTON COUNTY,0.24047384007897335,0.13394804679754116,0.12747681795998048,2436,1351,1306,10130,10086,10245
Ohio,WARREN COUNTY,0.20650987085681297,0.19919330549863287,0.25321437205196967,32909,33730,45040,159358,169333,177873
Ohio,WASHINGTON COUNTY,0.2383251171067973,0.16531751426393954,0.1895472412287087,11651,8026,9114,48887,48549,48083
Ohio,WAYNE COUNTY,0.22921681170153677,0.17069625356303303,0.18625327710019376,19808,15031,16340,86416,88057,87730
Ohio,WILLIAMS COUNTY,0.2528623629719854,0.15333192597283793,0.16649052349749877,7266,4358,4726,28735,28422,28386
Ohio,WOOD COUNTY,0.3230228367160034,0.26486842870716903,0.2857923864148627,32802,27318,29797,101547,103138,104261
Ohio,WYANDOT COUNTY,0.24121042504810214,0.1480108286252354,0.15948301416968044,4137,2515,2690,17151,16992,16867
Pennsylvania,ADAMS COUNTY,0.18950686273278666,0.17559957517227753,0.22039171064736357,15091,14219,18207,79633,80974,82612
Pennsylvania,ALLEGHENY COUNTY,0.3551006189067089,0.36947434754510927,0.43363025937065425,352687,367617,429065,993203,994973,989472
Pennsylvania,ARMSTRONG COUNTY,0.16576256276802404,0.13410806367237127,0.16140612170857918,9045,7178,8453,54566,53524,52371
Pennsylvania,BEAVER COUNTY,0.27224903935873984,0.24231115878229909,0.2758425353857309,37055,32531,36521,136107,134253,132398
Pennsylvania,BEDFORD COUNTY,0.122264497842241,0.09377653142607219,0.1127840909090909,4788,3645,4367,39161,38869,38720
Pennsylvania,BERKS COUNTY,0.2614774985904135,0.2438218453332007,0.2834285295840656,83011,78437,92892,317469,321698,327744
Pennsylvania,BLAIR COUNTY,0.16232011249513817,0.14207049579122008,0.18142353074303819,16276,13958,17636,100271,98247,97209
Pennsylvania,BRADFORD COUNTY,0.17641764176417643,0.13387846047127572,0.17052390640895218,8624,6369,8046,48884,47573,47184
Pennsylvania,BUCKS COUNTY,0.32936978566064373,0.3371659572578676,0.40825964349674726,160521,167060,204712,487358,495483,501426
Pennsylvania,BUTLER COUNTY,0.19679747437496983,0.1929943014556945,0.24778919456413656,28550,28584,37379,145073,148108,150850
Pennsylvania,CAMBRIA COUNTY,0.2123900781277371,0.17412049171250324,0.20636669262474122,24249,18867,21730,114172,108356,105298
Pennsylvania,CAMERON COUNTY,0.17793069550258048,0.13611894386054857,0.1731767276700355,724,531,634,4069,3901,3661
Pennsylvania,CARBON COUNTY,0.22418833368826593,0.17482490120123645,0.2161266071669526,11580,8936,11212,51653,51114,51877
Pennsylvania,CENTRE COUNTY,0.260261662884384,0.26986829658735356,0.2895695675433396,34176,37088,40055,131314,137430,138326
Pennsylvania,CHESTER COUNTY,0.32350415339454125,0.356923867561147,0.44806203074020207,124311,141682,182372,384264,396953,407024
Pennsylvania,CLARION COUNTY,0.15862956107049855,0.1367622583536039,0.1497103721957308,5056,4273,4678,31873,31244,31247
Pennsylvania,CLEARFIELD COUNTY,0.16951710261569417,0.1255454336676108,0.14789133884959707,11121,8200,9598,65604,65315,64899
Pennsylvania,CLINTON COUNTY,0.18192778729614822,0.1530668215403478,0.1778108134311476,5734,4744,5502,31518,30993,30943
Pennsylvania,COLUMBIA COUNTY,0.19955480139398252,0.16445467096180397,0.19206286983629203,10937,8934,10289,54807,54325,53571
Pennsylvania,CRAWFORD COUNTY,0.20218157457839397,0.16112734802978454,0.19194154426507062,13883,10971,12924,68666,68089,67333
Pennsylvania,CUMBERLAND COUNTY,0.23313750630570035,0.23886101571100277,0.30798652172407137,44367,47085,62245,190304,197123,202103
Pennsylvania,DAUPHIN COUNTY,0.3111201570805996,0.30440141507658725,0.3661478833734359,64965,64706,78977,208810,212568,215697
Pennsylvania,DELAWARE COUNTY,0.3968820895729276,0.4045120599783837,0.4667711357736593,171792,177402,206423,432854,438558,442236
Pennsylvania,ELK COUNTY,0.21715625869539293,0.1572781451547065,0.18706821660530343,5463,3853,4522,25157,24498,24173
Pennsylvania,ERIE COUNTY,0.3108511902042308,0.2686787986388519,0.32102561209522734,68036,58112,68286,218870,216288,212712
Pennsylvania,FAYETTE COUNTY,0.2026340302692134,0.16822429906542055,0.1911894104594667,21971,17946,19990,108427,106679,104556
Pennsylvania,FOREST COUNTY,0.1334723670490094,0.09582121536813103,0.11255411255411256,896,626,728,6713,6533,6468
Pennsylvania,FRANKLIN COUNTY,0.16381778667034635,0.14701054704926725,0.18561104626617328,18995,17465,22422,115952,118801,120801
Pennsylvania,FULTON COUNTY,0.11359694762400277,0.0786410278520307,0.09309309309309309,1310,912,1085,11532,11597,11655
Pennsylvania,GREENE COUNTY,0.19097970106389922,0.14980447207460143,0.16806981519507186,5852,4482,4911,30642,29919,29220
Pennsylvania,HUNTINGDON COUNTY,0.14593282072035613,0.12286828000649667,0.14630017733354828,5409,4539,5445,37065,36942,37218
Pennsylvania,INDIANA COUNTY,0.20122629442188977,0.16556795496000115,0.18309083531389483,14473,11528,12634,71924,69627,69004
Pennsylvania,JEFFERSON COUNTY,0.13587465584286565,0.1053360653372197,0.13233359642199422,4787,3650,4527,35231,34651,34209
Pennsylvania,JUNIATA COUNTY,0.1347333897587812,0.09605443612195379,0.11721554549711254,2547,1821,2253,18904,18958,19221
Pennsylvania,LACKAWANNA COUNTY,0.36168706973697295,0.3091962432266852,0.3718515497063746,61838,51983,61991,170971,168123,166709
Pennsylvania,LANCASTER COUNTY,0.22209142091220108,0.22210383359706634,0.2772460865049336,88481,91093,115847,398399,410137,417849
Pennsylvania,LAWRENCE COUNTY,0.24544511716560152,0.2005468548687262,0.23320440779391374,17513,14009,15978,71352,69854,68515
Pennsylvania,LEBANON COUNTY,0.19079395211934688,0.17771714159798213,0.21827999160882533,19900,18953,23932,104301,106647,109639
Pennsylvania,LEHIGH COUNTY,0.2869664033431698,0.29054454773456423,0.3441675518533013,78283,81324,98498,272795,279902,286192
Pennsylvania,LUZERNE COUNTY,0.24977472228695718,0.20579188147869143,0.25466257885460136,64307,52451,64873,257460,254874,254741
Pennsylvania,LYCOMING COUNTY,0.16344324155799478,0.14270056992547128,0.18821950624403877,15203,13020,16971,93017,91240,90166
Pennsylvania,MCKEAN COUNTY,0.15487851232420105,0.12076207620762076,0.15586329720268985,5297,4025,5076,34201,33330,32567
Pennsylvania,MERCER COUNTY,0.26463682330970767,0.20737026213248316,0.23824710206389596,24232,18733,21067,91567,90336,88425
Pennsylvania,MIFFLIN COUNTY,0.11856928797380543,0.10799743725451963,0.12821012756949474,4273,3877,4603,36038,35899,35902
Pennsylvania,MONROE COUNTY,0.268462974960936,0.2549957147367946,0.3137932542980883,35221,33918,43038,131195,133014,137154
Pennsylvania,MONTGOMERY COUNTY,0.37190874245961864,0.39952696177470465,0.4897208151003548,233356,256082,319511,627455,640963,652435
Pennsylvania,MONTOUR COUNTY,0.20931029754559166,0.19630342173972792,0.26039221102057725,3053,2857,3771,14586,14554,14482
Pennsylvania,NORTHAMPTON COUNTY,0.2866932696670667,0.27561311358144835,0.34686416126004815,67606,66272,85006,235813,240453,245070
Pennsylvania,NORTHUMBERLAND COUNTY,0.1735159817351598,0.13225061139560335,0.17346505931774334,13072,9788,12677,75336,74011,73081
Pennsylvania,PERRY COUNTY,0.1599966227625802,0.1287560806115358,0.16341664377918155,5685,4632,5950,35532,35975,36410
Pennsylvania,PHILADELPHIA COUNTY,0.4880221132766688,0.475286563556684,0.48649638856903593,588806,584025,604175,1206515,1228785,1241890
Pennsylvania,PIKE COUNTY,0.2294330464483944,0.20636300804851404,0.28241393522636066,10210,9256,13019,44501,44853,46099
Pennsylvania,POTTER COUNTY,0.1380539989811513,0.09741863075196408,0.13092619282409163,1897,1302,1726,13741,13365,13183
Pennsylvania,SCHUYLKILL COUNTY,0.20797817356086154,0.14564118597259132,0.18247461716610455,24546,16770,20722,118022,115146,113561
Pennsylvania,SNYDER COUNTY,0.15036894449791466,0.12546634479731636,0.1533320841921179,4687,4002,4910,31170,31897,32022
Pennsylvania,SOMERSET COUNTY,0.15091322010043823,0.12038911013906117,0.14141230219161757,9436,7376,8543,62526,61268,60412
Pennsylvania,SULLIVAN COUNTY,0.18875502008032127,0.1392757660167131,0.16967575534266766,1034,750,921,5478,5385,5428
Pennsylvania,SUSQUEHANNA COUNTY,0.20232225690696384,0.15327309717568213,0.18497461311604999,6935,5123,6084,34277,33424,32891
Pennsylvania,TIOGA COUNTY,0.1581448898860483,0.11806186066218752,0.15241464164872348,5357,3901,4955,33874,33042,32510
Pennsylvania,UNION COUNTY,0.1652823246124293,0.16561260585271734,0.201994271199265,6109,6180,7475,36961,37316,37006
Pennsylvania,VENANGO COUNTY,0.1849566998789459,0.15020355688879367,0.18503610460577674,7945,6309,7585,42956,42003,40992
Pennsylvania,WARREN COUNTY,0.2120660906472639,0.15973796143934926,0.19179208296446187,6995,5145,6066,32985,32209,31628
Pennsylvania,WASHINGTON COUNTY,0.24272925265019793,0.21807287507729994,0.2681678853571193,40345,36322,44706,166214,166559,166709
Pennsylvania,WAYNE COUNTY,0.19657239183367672,0.16457271681187327,0.2137640710763792,8396,7008,9191,42712,42583,42996
Pennsylvania,WESTMORELAND COUNTY,0.2175034986517391,0.20670458796957059,0.2527678574557791,63722,59669,72122,292970,288668,285329
Pennsylvania,WYOMING COUNTY,0.22579637726420987,0.1729442730078054,0.21781811446564178,5061,3811,4704,22414,22036,21596
Pennsylvania,YORK COUNTY,0.2167697338024665,0.19861050325056445,0.2515006464982061,73191,68524,88113,337644,345017,350349
Wisconsin,ADAMS COUNTY,0.3212194980583087,0.22151712791585876,0.24919410545705734,5542,3770,4329,17253,17019,17372
Wisconsin,ASHLAND COUNTY,0.44192518621592863,0.3479835390946502,0.3950556242274413,5399,4228,4794,12217,12150,12135
Wisconsin,BARRON COUNTY,0.30441102476659027,0.22267126384806693,0.2585619811453497,10890,7879,9188,35774,35384,35535
Wisconsin,BAYFIELD COUNTY,0.4918874847125968,0.40227365002030047,0.4951331349046738,6033,4954,6155,12265,12315,12431
Wisconsin,BROWN COUNTY,0.3282308104192258,0.2709272572194468,0.3237826456574603,62526,53364,65509,190494,196968,202324
Wisconsin,BUFFALO COUNTY,0.340876539673446,0.24421072944808955,0.27580551803974535,3570,2531,2859,10473,10364,10366
Wisconsin,BURNETT COUNTY,0.3205468435866506,0.23610443696940572,0.28036135113904165,3986,2948,3569,12435,12486,12730
Wisconsin,CALUMET COUNTY,0.3134531961913077,0.2578937518380879,0.31530593654842154,11489,9646,12115,36653,37403,38423
Wisconsin,CHIPPEWA COUNTY,0.3143983162759987,0.24168361122407483,0.27712679624717945,15237,11886,14001,48464,49180,50522
Wisconsin,CLARK COUNTY,0.2540126759404066,0.17357204451196978,0.18423412407271542,6172,4227,4520,24298,24353,24534
Wisconsin,COLUMBIA COUNTY,0.39346177636251173,0.3048181367467436,0.3611471837651047,17175,13526,16408,43651,44374,45433
Wisconsin,CRAWFORD COUNTY,0.356983110974011,0.2660400807829734,0.3064816250581486,4629,3425,3953,12967,12874,12898
Wisconsin,DANE COUNTY,0.5469113459469721,0.5167919489874464,0.5961065653591552,216071,217526,260157,395075,420916,436427
Wisconsin,DODGE COUNTY,0.27059145910552806,0.20064353022293727,0.23144086264964764,18762,13968,16355,69337,69616,70666
Wisconsin,DOOR COUNTY,0.411821662778927,0.3519712318554576,0.43347287557723013,9357,8026,10044,22721,22803,23171
Wisconsin,DOUGLAS COUNTY,0.4305869401471696,0.32718096611391495,0.3807410822336195,14863,11345,13214,34518,34675,34706
Wisconsin,DUNN COUNTY,0.323378961506587,0.25434666215797336,0.2714571405089993,11316,9026,9909,34993,35487,36503
Wisconsin,EAU CLAIRE COUNTY,0.3833489593099569,0.33310551880690276,0.3783748204882719,30666,27294,31617,79995,81938,83560
Wisconsin,FLORENCE COUNTY,0.2617412798681681,0.18152085036794766,0.21211298207495927,953,666,781,3641,3669,3682
Wisconsin,FOND DU LAC COUNTY,0.2826594925037576,0.21736304665725106,0.252768569674647,22379,17391,20588,79173,80009,81450
Wisconsin,FOREST COUNTY,0.33471359558316083,0.22033662539991655,0.23817427385892115,2425,1584,1722,7245,7189,7230
Wisconsin,GRANT COUNTY,0.3380582910573958,0.24333292963546083,0.26825859913211897,13594,10046,10942,40212,41285,40789
Wisconsin,GREEN COUNTY,0.39860562728986587,0.320362435906441,0.3766968718536264,11206,9122,10850,28113,28474,28803
Wisconsin,GREEN LAKE COUNTY,0.2588371775624403,0.18695923029002562,0.2263742215001354,3793,2701,3344,14654,14447,14772
Wisconsin,IOWA COUNTY,0.4526668528344038,0.3707059477487493,0.42552728854098715,8105,6669,7828,17905,17990,18396
Wisconsin,IRON COUNTY,0.362012987012987,0.26554025865665415,0.3173256054647071,1784,1273,1533,4928,4794,4831
Wisconsin,JACKSON COUNTY,0.33404791929382094,0.23930606876683158,0.2635164426828513,5298,3821,4255,15860,15967,16147
Wisconsin,JEFFERSON COUNTY,0.3103570383827809,0.25042718241066975,0.29650816350852105,20158,16561,19904,64951,66131,67128
Wisconsin,JUNEAU COUNTY,0.2939902034664657,0.1933447260989272,0.22226904527789484,6242,4073,4747,21232,21066,21357
Wisconsin,KENOSHA COUNTY,0.3571729941011169,0.2788531248294733,0.3207026558628134,44867,35771,42191,125617,128279,131558
Wisconsin,KEWAUNEE COUNTY,0.3253361954668855,0.2275325001570056,0.24788082772375966,5153,3623,3977,15839,15923,16044
Wisconsin,LA CROSSE COUNTY,0.39742867664579856,0.3444149218833032,0.3985687485508316,36693,32406,37817,92326,94090,94882
Wisconsin,LAFAYETTE COUNTY,0.3606296708538718,0.2619294192623277,0.287640981149933,4536,3288,3647,12578,12553,12679
Wisconsin,LANGLADE COUNTY,0.29334787350054525,0.2131136824213898,0.23970740548938374,4573,3260,3703,15589,15297,15448
Wisconsin,LINCOLN COUNTY,0.3346016015573154,0.23844411882243238,0.2773470382349032,7563,5370,6260,22603,22521,22571
Wisconsin,MANITOWOC COUNTY,0.3225923759229687,0.23106820860811111,0.2676056338028169,20403,14506,16815,63247,62778,62835
Wisconsin,MARATHON COUNTY,0.31673778578139683,0.25491253237313105,0.2934894444021035,32363,26477,30807,102176,103867,104968
Wisconsin,MARINETTE COUNTY,0.29823449524671797,0.19216917536245268,0.22491370620398937,9882,6243,7363,33135,32487,32737
Wisconsin,MARQUETTE COUNTY,0.32810201078960277,0.23189961198712128,0.2575335930667091,4014,2809,3239,12234,12113,12577
Wisconsin,MENOMINEE COUNTY,0.40400271370420626,0.3316798941798942,0.4284774745149622,1191,1003,1303,2948,3024,3041
Wisconsin,MILWAUKEE COUNTY,0.462337821280407,0.3992090381422764,0.4404398136900341,332438,288797,317251,719037,723423,720305
Wisconsin,MONROE COUNTY,0.2851192616564785,0.20826807718448037,0.24381921753462685,9515,7048,8432,33372,33841,34583
Wisconsin,OCONTO COUNTY,0.301253950453665,0.19753583778158257,0.22160253448617254,8865,5884,6715,29427,29787,30302
Wisconsin,ONEIDA COUNTY,0.35685752330226367,0.2774772307060193,0.34224073697757906,10452,8104,10105,29289,29206,29526
Wisconsin,OUTAGAMIE COUNTY,0.3382072990970571,0.27116870171941193,0.33082284016603963,45659,38087,47659,135003,140455,144062
Wisconsin,OZAUKEE COUNTY,0.28439740525776713,0.2915251297321519,0.37732492777959614,19159,20168,26515,67367,69181,70271
Wisconsin,PEPIN COUNTY,0.32958538299367535,0.23567548624496232,0.2581484049930652,1876,1345,1489,5692,5707,5768
Wisconsin,PIERCE COUNTY,0.3207558995894575,0.2561344537815126,0.2884122447777025,10235,8382,9789,31909,32725,33941
Wisconsin,POLK COUNTY,0.2992217205323194,0.22296839562899473,0.2692186017083201,10073,7570,9361,33664,33951,34771
Wisconsin,PORTAGE COUNTY,0.39269576973707615,0.32651658057578054,0.35638761908085287,22075,18521,20426,56214,56723,57314
Wisconsin,PRICE COUNTY,0.3442564874678948,0.24206421186286958,0.2858968507530808,3887,2669,3132,11291,11026,10955
Wisconsin,RACINE COUNTY,0.35958348879015023,0.2853499080425823,0.33124409719241005,53008,42512,50154,147415,148982,151411
Wisconsin,RICHLAND COUNTY,0.35991597856004637,0.26067628625564787,0.29327314437948643,4969,3577,3963,13806,13722,13513
Wisconsin,ROCK COUNTY,0.4061576801835256,0.31961493155692755,0.3703712525406504,49219,39343,46649,121182,123095,125952
Wisconsin,RUSK COUNTY,0.3028979045920642,0.1941339533220066,0.22284196547144755,3397,2171,2517,11215,11183,11295
Wisconsin,SAUK COUNTY,0.3927059316705093,0.29950666612304805,0.36333166081284496,18736,14692,18103,47710,49054,49825
Wisconsin,SAWYER COUNTY,0.34070023543707756,0.2680128499311611,0.3357991481730554,4486,3504,4494,13167,13074,13383
Wisconsin,SHAWANO COUNTY,0.27862914460852606,0.18876040270548267,0.22168682189821867,9000,6056,7131,32301,32083,32167
Wisconsin,SHEBOYGAN COUNTY,0.3171490889262507,0.257764602843091,0.30084007501858817,27918,22956,27109,88028,89058,90111
Wisconsin,ST. CROIX COUNTY,0.31959805448095413,0.2682313238226722,0.3385450882494635,19910,17486,23190,62297,65190,68499
Wisconsin,TAYLOR COUNTY,0.24458888527786804,0.1552606021366138,0.17270570127621368,3763,2398,2693,15385,15445,15593
Wisconsin,TREMPEALEAU COUNTY,0.3427065026362039,0.2540913394346513,0.28286511795425895,7605,5636,6283,22191,22181,22212
Wisconsin,VERNON COUNTY,0.36357062146892655,0.2811614730878187,0.3269036868177634,8044,6352,7457,22125,22592,22811
Wisconsin,VILAS COUNTY,0.33779871714820914,0.2666592128801431,0.3199631416336929,5951,4770,5903,17617,17888,18449
Wisconsin,WALWORTH COUNTY,0.2834518991478344,0.2323697842262829,0.27505070504152984,22552,18706,22783,79562,80501,82832
Wisconsin,WASHBURN COUNTY,0.3510974261803253,0.2606142369653202,0.3031039347860166,4447,3284,3867,12666,12601,12758
Wisconsin,WASHINGTON COUNTY,0.22868255315788436,0.2004344107103384,0.24997420238463774,23166,20855,26647,101302,104049,106599
Wisconsin,WAUKESHA COUNTY,0.26063409195425113,0.2544651893548729,0.32647589471500504,78779,79200,103867,302259,311241,318146
Wisconsin,WAUPACA COUNTY,0.2849899079407276,0.20748826117953634,0.23836323420987957,11578,8440,9699,40626,40677,40690
Wisconsin,WAUSHARA COUNTY,0.2707159892424012,0.1934990049497372,0.21958664865135366,5335,3792,4388,19707,19597,19983
Wisconsin,WINNEBAGO COUNTY,0.3424556380213239,0.2756358280456145,0.32183605791003783,45449,37054,44060,132715,134431,136902
Wisconsin,WOOD COUNTY,0.32094863025529413,0.2479788123780318,0.2857791674672909,18581,14232,16360,57894,57392,57247
