,,repturnout,repturnout,repturnout,gop,gop,gop,AGE18PLUS_TOT,AGE18PLUS_TOT,AGE18PLUS_TOT
Ohio,PORTAGE COUNTY,0.2730350571373233,0.3038579953628036,0.3401179695937526,35242,39971,45034,129075,131545,132407
Ohio,PREBLE COUNTY,0.4238031123774932,0.4870864999526978,0.5250794050127362,13535,15446,16697,31937,31711,31799
Ohio,PUTNAM COUNTY,0.5403883265724075,0.5914607629966396,0.6421190165102744,13721,14961,16218,25391,25295,25257
Ohio,RICHLAND COUNTY,0.3542906759004509,0.3855556258034604,0.42645372386874136,33867,36590,40534,95591,94902,95049
Ohio,ROSS COUNTY,0.24923608343297463,0.3088641971219924,0.35883053707932094,15008,18652,21687,60216,60389,60438
Ohio,SANDUSKY COUNTY,0.298599804623901,0.357501259887377,0.40556786521290833,13755,16316,18487,46065,45639,45583
Ohio,SCIOTO COUNTY,0.2526707223590429,0.3444172560587269,0.3713942104104206,15492,20550,21926,61313,59666,59037
Ohio,SENECA COUNTY,0.30635945126888287,0.34378405955058783,0.38744994560562923,13243,14825,16739,43227,43123,43203
Ohio,SHELBY COUNTY,0.47557220141489803,0.5112058297813832,0.5457176399923553,17142,18590,19988,36045,36365,36627
Ohio,STARK COUNTY,0.3041647924127914,0.3366754039571029,0.3723575674878806,88581,98388,108610,291227,292234,291682
Ohio,SUMMIT COUNTY,0.26345895499361527,0.26305272278564534,0.2845552912644,111000,112026,122023,421318,425869,428820
Ohio,TRUMBULL COUNTY,0.2354964133229978,0.30672013914523283,0.3407108812493662,38279,49024,53756,162546,159833,157776
Ohio,TUSCARAWAS COUNTY,0.313333802916109,0.3775050837949653,0.4157839878303003,22242,26918,29519,70985,71305,70996
Ohio,UNION COUNTY,0.42030705715391564,0.4343734997599616,0.47680319770053,16289,18096,21233,38755,41660,44532
Ohio,VAN WERT COUNTY,0.44256164004063164,0.4845413311117282,0.5282063090029934,9585,10469,11470,21658,21606,21715
Ohio,VINTON COUNTY,0.2819348469891412,0.384989093793377,0.44167886774036114,2856,3883,4525,10130,10086,10245
Ohio,WARREN COUNTY,0.4804339913904542,0.45852255614676407,0.478256958616541,76561,77643,85069,159358,169333,177873
Ohio,WASHINGTON COUNTY,0.3535500235236361,0.4225421738861769,0.4533410976852526,17284,20514,21798,48887,48549,48083
Ohio,WAYNE COUNTY,0.35006248842806886,0.36646717467095175,0.4110224552604582,30251,32270,36059,86416,88057,87730
Ohio,WILLIAMS COUNTY,0.34964329215242734,0.4200619238617972,0.46565208201225955,10047,11939,13218,28735,28422,28386
Ohio,WOOD COUNTY,0.292514796104267,0.31509240047315246,0.333921600598498,29704,32498,34815,101547,103138,104261
Ohio,WYANDOT COUNTY,0.3603288437991954,0.4395009416195857,0.4890021936325369,6180,7468,8248,17151,16992,16867
Pennsylvania,ADAMS COUNTY,0.3361294940539726,0.38806283498406896,0.45420762116883745,26767,31423,37523,79633,80974,82612
Pennsylvania,ALLEGHENY COUNTY,0.2638322679250868,0.2607909963385941,0.28532793247307653,262039,259480,282324,993203,994973,989472
Pennsylvania,ARMSTRONG COUNTY,0.36913096067148043,0.4387564457065989,0.5246987836779897,20142,23484,27479,54566,53524,52371
Pennsylvania,BEAVER COUNTY,0.31110817224683524,0.3587778299181396,0.4087146331515582,42344,48167,54113,136107,134253,132398
Pennsylvania,BEDFORD COUNTY,0.4264957483210337,0.5030229746070133,0.5946539256198347,16702,19552,23025,39161,38869,38720
Pennsylvania,BERKS COUNTY,0.2668040029105204,0.30036245174045223,0.3347948398750244,84702,96626,109727,317469,321698,327744
Pennsylvania,BLAIR COUNTY,0.33228949546728365,0.3983327735198021,0.46606795667067863,33319,39135,45306,100271,98247,97209
Pennsylvania,BRADFORD COUNTY,0.2947794779477948,0.3813297458642507,0.4577822990844354,14410,18141,21600,48884,47573,47184
Pennsylvania,BUCKS COUNTY,0.3212812757767391,0.33171874716186023,0.37366829801406387,156579,164361,187367,487358,495483,501426
Pennsylvania,BUTLER COUNTY,0.4119374383930849,0.43500688686634076,0.49240304938680807,59761,64428,74279,145073,148108,150850
Pennsylvania,CAMBRIA COUNTY,0.3079826927793154,0.38999224777584995,0.456656346749226,35163,42258,48085,114172,108356,105298
Pennsylvania,CAMERON COUNTY,0.3339886950110592,0.40733145347346833,0.4837476099426386,1359,1589,1771,4069,3901,3661
Pennsylvania,CARBON COUNTY,0.2614368962112559,0.3666901436005791,0.42377161362453497,13504,18743,21984,51653,51114,51877
Pennsylvania,CENTRE COUNTY,0.25892897939290554,0.25666884959615804,0.2629440596850917,34001,35274,36372,131314,137430,138326
Pennsylvania,CHESTER COUNTY,0.3248808111090292,0.2925132194491539,0.31586589488580524,124840,116114,128565,384264,396953,407024
Pennsylvania,CLARION COUNTY,0.3397232767546199,0.40250928178210216,0.4665407879156399,10828,12576,14578,31873,31244,31247
Pennsylvania,CLEARFIELD COUNTY,0.31014877141637703,0.3817193600244967,0.4466016425522735,20347,24932,28984,65604,65315,64899
Pennsylvania,CLINTON COUNTY,0.23170886477568373,0.3233633401090569,0.38464273018130113,7303,10022,11902,31518,30993,30943
Pennsylvania,COLUMBIA COUNTY,0.2597478424288868,0.3314127933732168,0.36870694965559725,14236,18004,19752,54807,54325,53571
Pennsylvania,CRAWFORD COUNTY,0.30438645035388695,0.3669755760842427,0.424145664087446,20901,24987,28559,68666,68089,67333
Pennsylvania,CUMBERLAND COUNTY,0.3405551118210863,0.3504208032548206,0.38204281975032534,64809,69076,77212,190304,197123,202103
Pennsylvania,DAUPHIN COUNTY,0.27513050141276757,0.2863224944488352,0.3078577819812051,57450,60863,66404,208810,212568,215697
Pennsylvania,DELAWARE COUNTY,0.2560978990606532,0.2523429056133966,0.26802883528251886,110853,110667,118532,432854,438558,442236
Pennsylvania,ELK COUNTY,0.30126803672933977,0.40921707894522,0.5022132130889836,7579,10025,12140,25157,24498,24173
Pennsylvania,ERIE COUNTY,0.22399141042628043,0.277726919662672,0.3143640227161608,49025,60069,66869,218870,216288,212712
Pennsylvania,FAYETTE COUNTY,0.23995868187813,0.32424375931532917,0.38784000918168254,26018,34590,40551,108427,106679,104556
Pennsylvania,FOREST COUNTY,0.2060181736928348,0.25761518444818615,0.2909709338280767,1383,1683,1882,6713,6533,6468
Pennsylvania,FRANKLIN COUNTY,0.37308541465433975,0.4189190326680752,0.4738785274956333,43260,49768,57245,115952,118801,120801
Pennsylvania,FULTON COUNTY,0.41744710371141175,0.4909890488919548,0.5854997854997855,4814,5694,6824,11532,11597,11655
Pennsylvania,GREENE COUNTY,0.2750473206709745,0.36261238677763297,0.4304585900068446,8428,10849,12578,30642,29919,29220
Pennsylvania,HUNTINGDON COUNTY,0.32318899231080533,0.39234475664555246,0.4584072223117846,11979,14494,17061,37065,36942,37218
Pennsylvania,INDIANA COUNTY,0.2955480785273344,0.3574475419018484,0.4070633586458756,21257,24888,28089,71924,69627,69004
Pennsylvania,JEFFERSON COUNTY,0.37035565269223125,0.4384289053706964,0.5250080388201935,13048,15192,17960,35231,34651,34209
Pennsylvania,JUNIATA COUNTY,0.3629919593736775,0.43638569469353305,0.5020030175329068,6862,8273,9649,18904,18958,19221
Pennsylvania,LACKAWANNA COUNTY,0.2052102403331559,0.28778929712175016,0.31391226628436375,35085,48384,52332,170971,168123,166709
Pennsylvania,LANCASTER COUNTY,0.32798526100718123,0.33626324862180196,0.3834136254962917,130669,137914,160209,398399,410137,417849
Pennsylvania,LAWRENCE COUNTY,0.29497421235564525,0.36401637701491685,0.43197839889075385,21047,25428,29597,71352,69854,68515
Pennsylvania,LEBANON COUNTY,0.3439276708756388,0.3799919360132024,0.4262260691907077,35872,40525,46731,104301,106647,109639
Pennsylvania,LEHIGH COUNTY,0.24514378929232575,0.26327071617923414,0.29496981047688264,66874,73690,84418,272795,279902,286192
Pennsylvania,LUZERNE COUNTY,0.22654004505554262,0.30873294255200606,0.34124463670944216,58325,78688,86929,257460,254874,254741
Pennsylvania,LYCOMING COUNTY,0.329595665308492,0.39047566856641824,0.45984073819399773,30658,35627,41462,93017,91240,90166
Pennsylvania,MCKEAN COUNTY,0.27908540685944855,0.3490849084908491,0.43194030767341174,9545,11635,14067,34201,33330,32567
Pennsylvania,MERCER COUNTY,0.28312601701486345,0.3491852639036486,0.408741871642635,25925,31544,36143,91567,90336,88425
Pennsylvania,MIFFLIN COUNTY,0.33128919473888674,0.3926014652218725,0.46431953651607155,11939,14094,16670,36038,35899,35902
Pennsylvania,MONROE COUNTY,0.20478676778840657,0.25099613574510954,0.27698062032459864,26867,33386,37989,131195,133014,137154
Pennsylvania,MONTGOMERY COUNTY,0.27791793833820755,0.25388516965877905,0.28425820196647944,174381,162731,185460,627455,640963,652435
Pennsylvania,MONTOUR COUNTY,0.3189359659947895,0.36333653978287755,0.40353542328407677,4652,5288,5844,14586,14554,14482
Pennsylvania,NORTHAMPTON COUNTY,0.2605708760755344,0.29833688912178263,0.3419267964255111,61446,71736,83796,235813,240453,245070
Pennsylvania,NORTHUMBERLAND COUNTY,0.25907932462567695,0.343557038818554,0.39616316142362584,19518,25427,28952,75336,74011,73081
Pennsylvania,PERRY COUNTY,0.3692446245637735,0.4340792216817234,0.502416918429003,13120,15616,18293,35532,35975,36410
Pennsylvania,PHILADELPHIA COUNTY,0.07995507722655748,0.08850042928583926,0.10699015210686937,96467,108748,132870,1206515,1228785,1241890
Pennsylvania,PIKE COUNTY,0.28731938608121166,0.357969366597552,0.41677693659298465,12786,16056,19213,44501,44853,46099
Pennsylvania,POTTER COUNTY,0.380685539625937,0.46771417882528993,0.5491162861260714,5231,6251,7239,13741,13365,13183
Pennsylvania,SCHUYLKILL COUNTY,0.27349138296249853,0.38213224949194935,0.43032379073801746,32278,44001,48868,118022,115146,113561
Pennsylvania,SNYDER COUNTY,0.32316329804299004,0.36758942847289716,0.4366685403784898,10073,11725,13983,31170,31897,32022
Pennsylvania,SOMERSET COUNTY,0.3835844288775869,0.4468727557615721,0.5148811494405086,23984,27379,31105,62526,61268,60412
Pennsylvania,SULLIVAN COUNTY,0.34100036509675064,0.4254410399257196,0.4824981577008106,1868,2291,2619,5478,5385,5428
Pennsylvania,SUSQUEHANNA COUNTY,0.31508008285439215,0.38568094782192436,0.4523729895716153,10800,12891,14879,34277,33424,32891
Pennsylvania,TIOGA COUNTY,0.33482907244494303,0.4120210641002361,0.4842202399261766,11342,13614,15742,33874,33042,32510
Pennsylvania,UNION COUNTY,0.2677416736560158,0.2846500160788938,0.3338918013295141,9896,10622,12356,36961,37316,37006
Pennsylvania,VENANGO COUNTY,0.32160815718409536,0.38142513629978814,0.4529908274785324,13815,16021,18569,42956,42003,40992
Pennsylvania,WARREN COUNTY,0.30347127482188874,0.38737619919898164,0.45013911723789046,10010,12477,14237,32985,32209,31628
Pennsylvania,WASHINGTON COUNTY,0.32024979845259727,0.36855408593951694,0.42797329478312507,53230,61386,71347,166214,166559,166709
Pennsylvania,WAYNE COUNTY,0.3019292002247612,0.3814667825188455,0.43345892641175926,12896,16244,18637,42712,42583,42996
Pennsylvania,WESTMORELAND COUNTY,0.35475304638700206,0.4036540246927266,0.45634688377276755,103932,116522,130209,292970,288668,285329
Pennsylvania,WYOMING COUNTY,0.2938788257339163,0.4010255944817571,0.4600852009631413,6587,8837,9936,22414,22036,21596
Pennsylvania,YORK COUNTY,0.33557237800760564,0.37252657115446486,0.4188052484808006,113304,128528,146728,337644,345017,350349
Wisconsin,ADAMS COUNTY,0.26917057902973396,0.35154826958105645,0.42378540179599355,4644,5983,7362,17253,17019,17372
Wisconsin,ASHLAND COUNTY,0.23082589833838094,0.2717695473251029,0.31685208075813764,2820,3302,3845,12217,12150,12135
Wisconsin,BARRON COUNTY,0.3198691787331582,0.38452407867962923,0.4445476290980723,11443,13606,15797,35774,35384,35535
Wisconsin,BAYFIELD COUNTY,0.2937627395026498,0.33495736906211937,0.37141018421687716,3603,4125,4617,12265,12315,12431
Wisconsin,BROWN COUNTY,0.3403571766039875,0.3411670931318793,0.37496787331211323,64836,67199,75865,190494,196968,202324
Wisconsin,BUFFALO COUNTY,0.321206913014418,0.39067927441142414,0.46633224001543505,3364,4049,4834,10473,10364,10366
Wisconsin,BURNETT COUNTY,0.365902694008846,0.43344545891398367,0.507541241162608,4550,5412,6461,12435,12486,12730
Wisconsin,CALUMET COUNTY,0.3966660300657518,0.41034141646392003,0.47216510943965856,14539,15348,18142,36653,37403,38423
Wisconsin,CHIPPEWA COUNTY,0.31615219544404094,0.3641520943472957,0.42191520525711573,15322,17909,21316,48464,49180,50522
Wisconsin,CLARK COUNTY,0.30504568277224464,0.3550281279513818,0.40763837939186437,7412,8646,10001,24298,24353,24534
Wisconsin,COLUMBIA COUNTY,0.2984124075049827,0.31910578266552486,0.37252657759778135,13026,14160,16925,43651,44374,45433
Wisconsin,CRAWFORD COUNTY,0.23652348268682039,0.2985862979648905,0.3581950690029462,3067,3844,4620,12967,12874,12898
Wisconsin,DANE COUNTY,0.21171676264000505,0.16934257666612815,0.18053191026219734,83644,71279,78789,395075,420916,436427
Wisconsin,DODGE COUNTY,0.36360096341058884,0.38271374396690416,0.44369286502702854,25211,26643,31354,69337,69616,70666
Wisconsin,DOOR COUNTY,0.3574226486510277,0.3764416962680349,0.42087091623149625,8121,8584,9752,22721,22803,23171
Wisconsin,DOUGLAS COUNTY,0.2232168723564517,0.27855803893294884,0.3146141877485161,7705,9659,10919,34518,34675,34706
Wisconsin,DUNN COUNTY,0.2921727202583374,0.323724180685885,0.3609566337013396,10224,11488,13176,34993,35487,36503
Wisconsin,EAU CLAIRE COUNTY,0.2907181698856178,0.2844955942297835,0.3032431785543322,23256,23311,25339,79995,81938,83560
Wisconsin,FLORENCE COUNTY,0.4517989563306784,0.5170346143363315,0.5793047256925584,1645,1897,2133,3641,3669,3682
Wisconsin,FOND DU LAC COUNTY,0.3834009068748184,0.3880063492857054,0.43896869244935544,30355,31044,35754,79173,80009,81450
Wisconsin,FOREST COUNTY,0.29979296066252586,0.387814716928641,0.4546334716459198,2172,2788,3287,7245,7189,7230
Wisconsin,GRANT COUNTY,0.25502337610663484,0.29911590165919827,0.34276398048493467,10255,12349,13981,40212,41285,40789
Wisconsin,GREEN COUNTY,0.2794792444776438,0.3052960595631102,0.3529146269485817,7857,8693,10165,28113,28474,28803
Wisconsin,GREEN LAKE COUNTY,0.3945680360311178,0.4300546826330726,0.48503926347143245,5782,6213,7165,14654,14447,14772
Wisconsin,IOWA COUNTY,0.23943032672437867,0.26731517509727626,0.321102413568167,4287,4809,5907,17905,17990,18396
Wisconsin,IRON COUNTY,0.3632305194805195,0.4359616186900292,0.5048644173049058,1790,2090,2439,4928,4794,4831
Wisconsin,JACKSON COUNTY,0.2459016393442623,0.3073213502849627,0.3585186102681613,3900,4907,5789,15860,15967,16147
Wisconsin,JEFFERSON COUNTY,0.3620729472987329,0.3539943445585278,0.40533011560004767,23517,23410,27209,64951,66131,67128
Wisconsin,JUNEAU COUNTY,0.2548511680482291,0.3381277888540777,0.40965491407969284,5411,7123,8749,21232,21066,21357
Wisconsin,KENOSHA COUNTY,0.27844161220217006,0.28083318391942563,0.34184162118609285,34977,36025,44972,125617,128279,131558
Wisconsin,KEWAUNEE COUNTY,0.362838563040596,0.4154995917854676,0.4940787833457991,5747,6616,7927,15839,15923,16044
Wisconsin,LA CROSSE COUNTY,0.2789138487533306,0.2804655117440748,0.30206993950380473,25751,26389,28661,92326,94090,94882
Wisconsin,LAFAYETTE COUNTY,0.26347591031960566,0.31681669720385564,0.38015616373531036,3314,3977,4820,12578,12553,12679
Wisconsin,LANGLADE COUNTY,0.3730835845788697,0.42073609204419166,0.47449508026929055,5816,6436,7330,15589,15297,15448
Wisconsin,LINCOLN COUNTY,0.32982347475998763,0.3729852138004529,0.4437995658145408,7455,8400,10017,22603,22521,22571
Wisconsin,MANITOWOC COUNTY,0.341581418881528,0.3694447099302303,0.4331503143152702,21604,23193,27217,63247,62778,62835
Wisconsin,MARATHON COUNTY,0.35837182900093956,0.3756053414462726,0.4251105098696746,36617,39013,44623,102176,103867,104968
Wisconsin,MARINETTE COUNTY,0.3204768371812283,0.4000061563086773,0.46745272932767207,10619,12995,15303,33135,32487,32737
Wisconsin,MARQUETTE COUNTY,0.3263037436651954,0.3891686617683481,0.45471893138268266,3992,4714,5719,12234,12113,12577
Wisconsin,MENOMINEE COUNTY,0.060719131614654004,0.08895502645502645,0.09141729694179546,179,269,278,2948,3024,3041
Wisconsin,MILWAUKEE COUNTY,0.21546040050790155,0.17395908064852791,0.1865251525395492,154924,125846,134355,719037,723423,720305
Wisconsin,MONROE COUNTY,0.28991370010787487,0.3354510800508259,0.398317092212937,9675,11352,13775,33372,33841,34583
Wisconsin,OCONTO COUNTY,0.3650049274475822,0.4449256387014469,0.5367962510725365,10741,13253,16266,29427,29787,30302
Wisconsin,ONEIDA COUNTY,0.3727337908429786,0.41488050400602616,0.46301564722617355,10917,12117,13671,29289,29206,29526
Wisconsin,OUTAGAMIE COUNTY,0.35089590601690335,0.35516001566337974,0.40523524593577764,47372,49884,58379,135003,140455,144062
Wisconsin,OZAUKEE COUNTY,0.5355292650704351,0.43986065538225816,0.4825888346544094,36077,30430,33912,67367,69181,70271
Wisconsin,PEPIN COUNTY,0.3151791988756149,0.3865428421237077,0.44798890429958393,1794,2206,2584,5692,5707,5768
Wisconsin,PIERCE COUNTY,0.32583283713059014,0.3440183346065699,0.37750802863793054,10397,11258,12813,31909,32725,33941
Wisconsin,POLK COUNTY,0.3592561787072243,0.4069099584695591,0.4771217393805183,12094,13815,16590,33664,33951,34771
Wisconsin,PORTAGE COUNTY,0.29556694061977445,0.3050966979884703,0.3367065638412953,16615,17306,19298,56214,56723,57314
Wisconsin,PRICE COUNTY,0.34399078912408115,0.41374931978958823,0.4923779096303058,3884,4562,5394,11291,11026,10955
Wisconsin,RACINE COUNTY,0.33474883831360447,0.3128632989220174,0.35978231436289304,49347,46611,54475,147415,148982,151411
Wisconsin,RICHLAND COUNTY,0.2588005215123859,0.29317883690424135,0.3635018130688966,3573,4023,4912,13806,13722,13513
Wisconsin,ROCK COUNTY,0.2518278292155601,0.25580242901823796,0.29481866107723576,30517,31488,37133,121182,123095,125952
Wisconsin,RUSK COUNTY,0.3277753009362461,0.4081194670481982,0.46542718016821605,3676,4564,5257,11215,11183,11295
Wisconsin,SAUK COUNTY,0.26908404946552084,0.30152485016512415,0.3510085298544907,12838,14791,17489,47710,49054,49825
Wisconsin,SAWYER COUNTY,0.3373585478848637,0.3965886492274744,0.43958753642681014,4442,5185,5883,13167,13074,13383
Wisconsin,SHAWANO COUNTY,0.34122782576390825,0.39715737306361626,0.4802126402835204,11022,12742,15447,32301,32083,32167
Wisconsin,SHEBOYGAN COUNTY,0.38705866315263326,0.36445911653080015,0.41752949140504486,34072,32458,37624,88028,89058,90111
Wisconsin,ST. CROIX COUNTY,0.4093776586352473,0.40220892774965483,0.4699338676477029,25503,26220,32190,62297,65190,68499
Wisconsin,TAYLOR COUNTY,0.36405589860253496,0.42661055357720945,0.49098954659141925,5601,6589,7656,15385,15445,15593
Wisconsin,TREMPEALEAU COUNTY,0.25717633274751023,0.3319958523060277,0.3974428236989015,5707,7364,8828,22191,22181,22212
Wisconsin,VERNON COUNTY,0.2685649717514124,0.3096671388101983,0.360177107535838,5942,6996,8216,22125,22592,22811
Wisconsin,VILAS COUNTY,0.43985922688312423,0.4566748658318426,0.5019784270150144,7749,8169,9261,17617,17888,18449
Wisconsin,WALWORTH COUNTY,0.36457102636937233,0.3583930634402057,0.4085860536990535,29006,28851,33844,79562,80501,82832
Wisconsin,WASHBURN COUNTY,0.37099321016895626,0.42885485278946117,0.4963160369963944,4699,5404,6332,12666,12601,12758
Wisconsin,WASHINGTON COUNTY,0.5406112416339263,0.4971599919268806,0.5650615859435829,54765,51729,60235,101302,104049,106599
Wisconsin,WAUKESHA COUNTY,0.5386043095490953,0.4579120360106798,0.5017601981480201,162798,142521,159633,302259,311241,318146
Wisconsin,WAUPACA COUNTY,0.4185004676807956,0.3979890355729282,0.46566724010813465,17002,16189,18948,40626,40677,40690
Wisconsin,WAUSHARA COUNTY,0.3329781295986198,0.39133540848088993,0.45118350598008305,6562,7669,9016,19707,19597,19983
Wisconsin,WINNEBAGO COUNTY,0.3173868816637155,0.32319926207496785,0.34911834743100906,42122,43448,47795,132715,134431,136902
Wisconsin,WOOD COUNTY,0.34034614986008915,0.37466894340674656,0.424581200761612,19704,21503,24306,57894,57392,57247
