,,turnout,turnout,turnout,winner,winner,winner,AGE18PLUS_TOT,AGE18PLUS_TOT,AGE18PLUS_TOT
Georgia,TIFT COUNTY,0.45230749244909224,0.46683958237573053,0.532124183006536,red,red,red,30791,30458,30600
Georgia,TOOMBS COUNTY,0.47658879934713866,0.4609331651954603,0.5518252603903326,red,red,red,19606,19825,19778
Georgia,TOWNS COUNTY,0.6886572790775031,0.6833013435700576,0.7595430747263208,red,red,red,9019,9899,10505
Georgia,TREUTLEN COUNTY,0.5330490405117271,0.5290663534938345,0.5774066428973541,red,red,red,5159,5109,5329
Georgia,TROUP COUNTY,0.5148699253036397,0.4977031431675657,0.5674011971525142,red,red,red,50471,52463,52959
Georgia,TURNER COUNTY,0.5545341227796822,0.5659560293137909,0.6289600265383978,red,red,red,6418,6004,6029
Georgia,TWIGGS COUNTY,0.6070499855533082,0.6112031320584249,0.6776456236657518,blue,red,red,6922,6641,6558
Georgia,UNION COUNTY,0.6286314117113028,0.6365699208443272,0.7503496166272846,red,red,red,17624,18950,20737
Georgia,UPSON COUNTY,0.5498974709501026,0.5368751841304135,0.633405320506528,red,red,red,20482,20366,20374
Georgia,WALKER COUNTY,0.41494059011919876,0.44933788498330646,0.5361852920761334,red,red,red,52769,53314,54746
Georgia,WALTON COUNTY,0.6003128291888786,0.6065275707898659,0.7146953505287305,red,red,red,62654,67100,71492
Georgia,WARE COUNTY,0.43488871890139513,0.44966046648951874,0.5244253935407582,red,red,red,27453,27096,27062
Georgia,WARREN COUNTY,0.5851285615010424,0.5525568181818182,0.6317921830314586,blue,blue,blue,4317,4224,4196
Georgia,WASHINGTON COUNTY,0.5493326680803293,0.5355741233067477,0.5920385554234212,blue,blue,blue,16034,15798,15977
Georgia,WAYNE COUNTY,0.4486630548759175,0.4608949674677998,0.5637767482903154,red,red,red,22888,22593,22665
Georgia,WEBSTER COUNTY,0.560169891458235,0.5391304347826087,0.6544256120527306,red,red,red,2119,2070,2124
Georgia,WHEELER COUNTY,0.3279684178560583,0.31585274229902327,0.35024524831391785,red,red,red,6586,6655,6524
Georgia,WHITE COUNTY,0.4857354575768803,0.516333304218709,0.5983119977385616,red,red,red,21592,22898,24763
Georgia,WHITFIELD COUNTY,0.3617909161887839,0.4006953157674613,0.4730737045381397,red,red,red,74286,76512,77675
Georgia,WILCOX COUNTY,0.42606209150326796,0.4162237762237762,0.46884824235495853,red,red,red,7344,7150,6998
Georgia,WILKES COUNTY,0.6052631578947368,0.5837345478204294,0.6501616031027796,red,red,red,7866,7685,7735
Georgia,WILKINSON COUNTY,0.6188290919204561,0.61790141251081,0.6879146235938852,red,red,red,7191,6938,6934
Georgia,WORTH COUNTY,0.5135102165294297,0.5203236733157697,0.5881421422689554,red,red,red,16395,15942,15787
Michigan,ALCONA COUNTY,0.6692248656945511,0.6860748284259465,0.7768367795864496,red,red,red,9121,9034,9092
Michigan,ALGER COUNTY,0.5830071960611034,0.5837963561183616,0.662019106635683,red,red,red,7921,7739,7746
Michigan,ALLEGAN COUNTY,0.63336864151761,0.6435039392785872,0.7454963715368459,red,red,red,83078,86691,89983
Michigan,ALPENA COUNTY,0.6008403361344538,0.6340811044003452,0.7347451387986661,red,red,red,23324,23180,23091
Michigan,ANTRIM COUNTY,0.7083042568039079,0.7223315428389087,0.8304175778402583,red,red,red,18629,18803,19206
Michigan,ARENAC COUNTY,0.6254287309563692,0.6208454340109713,0.7242680226359387,red,red,red,12537,12396,12193
Michigan,BARAGA COUNTY,0.49764722657921,0.501508837476649,0.5925708412861548,red,red,red,7013,6959,6811
Michigan,BARRY COUNTY,0.6327563249001331,0.6534028480944482,0.7469626362652908,red,red,red,45060,46417,48068
Michigan,BAY COUNTY,0.636040845020077,0.639340107648862,0.729737912992927,blue,red,red,83927,82862,82568
Michigan,BENZIE COUNTY,0.7133799265076735,0.7169996494917631,0.8385199370768074,red,red,red,13879,14265,14621
Michigan,BERRIEN COUNTY,0.5998775371732601,0.5991847939109096,0.6849790046979587,red,red,red,120853,120215,120265
Michigan,BRANCH COUNTY,0.5154357170769832,0.5317938218823388,0.612630888099997,red,red,red,33267,33214,33521
Michigan,CALHOUN COUNTY,0.5667052068050873,0.5709273134371758,0.6385094125127652,blue,red,red,102923,103169,103798
Michigan,CASS COUNTY,0.5592440631605122,0.5565819292541138,0.6374136757124793,red,red,red,40215,40596,41124
Michigan,CHARLEVOIX COUNTY,0.6815653267547042,0.694515852613539,0.7981595380064792,red,red,red,20673,21006,21299
Michigan,CHEBOYGAN COUNTY,0.6385704005756776,0.6479313776598266,0.7494804458719063,red,red,red,20845,21101,21172
Michigan,CHIPPEWA COUNTY,0.4963643321852277,0.5030922465985287,0.5745179781136008,red,red,red,31356,30722,30704
Michigan,CLARE COUNTY,0.5502852485737572,0.5496305418719212,0.656306687628492,red,red,red,24540,24360,24807
Michigan,CLINTON COUNTY,0.6773413897280967,0.6783181780261951,0.7726796226110797,red,red,red,57925,59935,62005
Michigan,CRAWFORD COUNTY,0.6048823790501553,0.6111259933922671,0.6838625489343193,red,red,red,11265,11199,11495
Michigan,DELTA COUNTY,0.6164617486338798,0.6408372608816191,0.734027416276245,red,red,red,29280,28856,28815
Michigan,DICKINSON COUNTY,0.6153624441562184,0.6445848021934979,0.7230151650312221,red,red,red,20817,20424,20178
Michigan,EATON COUNTY,0.654388227987196,0.654821389053892,0.734525101376435,blue,red,red,83724,85857,87545
Michigan,EMMET COUNTY,0.6890661478599222,0.7139548129865199,0.8164647840653879,red,red,red,25700,26335,27161
Michigan,GENESEE COUNTY,0.6394027330100606,0.6231539916953436,0.7018329422210947,blue,blue,blue,317379,315004,315340
Michigan,GLADWIN COUNTY,0.611864818867007,0.6116423912510421,0.704709970080108,red,red,red,20565,20391,20722
Michigan,GOGEBIC COUNTY,0.5644043805408627,0.5679194110809763,0.7105647726295883,blue,red,red,13423,12905,11633
Michigan,GRAND TRAVERSE COUNTY,0.6835127591706539,0.7052591286278691,0.8079389353938613,red,red,red,70224,73149,74544
Michigan,GRATIOT COUNTY,0.4819802218281283,0.5049374386653582,0.5820273272268038,red,red,red,33269,32608,32861
Michigan,HILLSDALE COUNTY,0.5348941413688809,0.5591385788794796,0.6506663686401609,red,red,red,35708,35662,35791
Michigan,HOUGHTON COUNTY,0.5232486475381771,0.5395959247107581,0.6505274261603375,red,red,red,29206,28955,28440
Michigan,HURON COUNTY,0.5968929493851433,0.6265548732483074,0.736448971439984,red,red,red,25941,25404,25035
Michigan,INGHAM COUNTY,0.5669543324956008,0.565605941670189,0.6152107183454172,blue,blue,blue,225609,231854,234887
Michigan,IONIA COUNTY,0.5297456250385573,0.5421107881136951,0.6383927686482843,red,red,red,48629,49536,50447
Michigan,IOSCO COUNTY,0.632896983494593,0.6359958111195735,0.7329865419490312,red,red,red,21084,21008,20954
Michigan,IRON COUNTY,0.6212907242166424,0.6340521403282909,0.7371335504885993,red,red,red,9638,9321,9210
Michigan,ISABELLA COUNTY,0.4130177920098635,0.43141852286049237,0.5092643901087484,blue,red,red,58397,58857,57748
Michigan,JACKSON COUNTY,0.5613113376063885,0.563187545971112,0.6483731524031792,red,red,red,123721,123719,124689
Michigan,KALAMAZOO COUNTY,0.6213830259493927,0.6183186299948106,0.6887249250634079,blue,blue,blue,198232,204262,208176
Michigan,KALKASKA COUNTY,0.622533943440102,0.6510650843959608,0.7411280764135816,red,red,red,13331,13567,14343
Michigan,KENT COUNTY,0.6401245357220887,0.635555418071581,0.7218368040969013,red,red,blue,457700,484905,499890
Michigan,KEWEENAW COUNTY,0.7811447811447811,0.8006700167504187,0.8587975730832874,red,red,red,1782,1791,1813
Michigan,LAKE COUNTY,0.5565263157894736,0.5374218277183781,0.6386223613776386,blue,red,red,9500,9914,9901
Michigan,LAPEER COUNTY,0.6349872604898452,0.6521701476595315,0.7539171034917361,red,red,red,67899,69281,69822
Michigan,LEELANAU COUNTY,0.8081176604720101,0.8228963363631294,0.9250561121147425,red,red,blue,17542,17933,18267
Michigan,LENAWEE COUNTY,0.5814806147125361,0.5934811254941478,0.6843610160146684,red,red,red,76914,77406,77991
Michigan,LIVINGSTON COUNTY,0.7101118565001697,0.7206818382948597,0.8367230114290602,red,red,red,138481,146897,151981
Michigan,LUCE COUNTY,0.48405743054260675,0.48946669197191117,0.5742441637964026,red,red,red,5363,5269,5226
Michigan,MACKINAC COUNTY,0.668456817185445,0.6785754034501947,0.7709638421804594,red,red,red,9124,8985,9099
Michigan,MACOMB COUNTY,0.6129675727251077,0.6148594353954168,0.714012866762693,blue,red,red,659229,681964,692171
Michigan,MANISTEE COUNTY,0.6157894736842106,0.6257574252508195,0.7204168919915441,blue,red,red,20140,20134,20341
Michigan,MARQUETTE COUNTY,0.5808360546304148,0.605308564925291,0.683477784873643,blue,blue,blue,55427,54478,54805
Michigan,MASON COUNTY,0.6462232842161157,0.6417708242286514,0.742211703958692,red,red,red,22599,22882,23240
Michigan,MECOSTA COUNTY,0.48156373679564934,0.4891028745619783,0.5942511859046758,red,red,red,35121,35101,35416
Michigan,MENOMINEE COUNTY,0.5752580577206657,0.5717926932880204,0.6717109820429478,red,red,red,18988,18832,18767
Michigan,MIDLAND COUNTY,0.6446702075098815,0.6502769023651439,0.7494349419670129,red,red,red,64768,65366,65480
Michigan,MISSAUKEE COUNTY,0.6112560890744607,0.6344953173777316,0.7509006690684509,red,red,red,11496,11532,11658
Michigan,MONROE COUNTY,0.6300037184686827,0.6366927458650745,0.7337728493605126,blue,red,red,115639,116568,118767
Michigan,MONTCALM COUNTY,0.5259228621652363,0.5467003616042078,0.6435734916559692,red,red,red,48355,48672,49856
Michigan,MONTMORENCY COUNTY,0.6317698561601001,0.6393923921368394,0.7371665827881227,red,red,red,7995,7834,7948
Michigan,MUSKEGON COUNTY,0.5910523048269439,0.5892900265636319,0.6907206480153036,blue,blue,blue,128860,132512,133824
Michigan,NEWAYGO COUNTY,0.5890193067134708,0.6120242214532872,0.7140678411780174,red,red,red,36464,36992,38030
Michigan,OAKLAND COUNTY,0.6897363131259137,0.6768314851382302,0.771981469453866,blue,blue,blue,944719,981949,997704
Michigan,OCEANA COUNTY,0.575116781355166,0.5912672845318927,0.6840825063241875,red,red,red,19909,20177,20556
Michigan,OGEMAW COUNTY,0.6023136844552959,0.6108921954949127,0.6963157894736842,red,red,red,17202,17003,17100
Michigan,ONTONAGON COUNTY,0.643220647037441,0.659734257654535,0.76003996003996,red,red,red,5502,5193,5005
Michigan,OSCEOLA COUNTY,0.5801207879437829,0.594208580710205,0.6759320175438597,red,red,red,17717,17854,18240
Michigan,OSCODA COUNTY,0.5866473149492017,0.6085462423427461,0.7333734577189287,red,red,red,6890,6693,6646
Michigan,OTSEGO COUNTY,0.6326257819601133,0.6542475474848675,0.7549756971092351,red,red,red,18703,19164,19545
Michigan,OTTAWA COUNTY,0.6543231855676221,0.6655134469767615,0.7577004821366787,red,red,red,202212,214472,222551
Michigan,PRESQUE ISLE COUNTY,0.6518136623089671,0.6767297956122258,0.7840962496475232,red,red,red,10862,10666,10639
Michigan,ROSCOMMON COUNTY,0.6388548458257758,0.6456579859392019,0.7335515068626972,red,red,red,20399,20198,20473
Michigan,SAGINAW COUNTY,0.638561670150488,0.6248468025624548,0.690471418263449,blue,red,blue,153567,150949,149676
Michigan,SANILAC COUNTY,0.5632243821671675,0.594288360605125,0.6935912489957358,red,red,red,32614,32390,32362
Michigan,SCHOOLCRAFT COUNTY,0.5993485342019544,0.6279667422524565,0.7079976126529394,red,red,red,6754,6615,6702
Michigan,SHIAWASSEE COUNTY,0.6306928838951311,0.6349894823060742,0.7270772311000705,blue,red,red,53400,53719,53942
Michigan,ST. CLAIR COUNTY,0.5974388917972053,0.6227088389321752,0.7276039485019244,red,red,red,124165,125264,126529
Michigan,ST. JOSEPH COUNTY,0.5133613389931159,0.5202110887273365,0.603960824162757,red,red,red,45467,45668,46253
Michigan,TUSCOLA COUNTY,0.610872271947753,0.6120047449584816,0.7068737845429882,red,red,red,42567,42150,41651
Michigan,VAN BUREN COUNTY,0.5785847693554639,0.5798783569474216,0.6712316997731803,blue,red,red,56754,57381,58196
Michigan,WASHTENAW COUNTY,0.6385311706689232,0.6356318972084213,0.721325253387674,blue,blue,blue,281258,296678,299837
Michigan,WAYNE COUNTY,0.6010933994481428,0.5803085228370612,0.6524689820642325,blue,blue,blue,1357235,1340387,1337049
Michigan,WEXFORD COUNTY,0.5981635858402803,0.6047835540620676,0.7055665005601267,red,red,red,24831,25295,25887
North Carolina,ALAMANCE COUNTY,0.5748600508905852,0.5724663915236647,0.6514888947746793,red,red,red,117900,124299,132145
North Carolina,ALEXANDER COUNTY,0.59571814591561,0.6202389843166543,0.6736351531291611,red,red,red,28866,29458,30040
North Carolina,ALLEGHANY COUNTY,0.5733197556008147,0.591015234070944,0.6569358849605362,red,red,red,8838,8993,9249
North Carolina,ANSON COUNTY,0.5420659764026006,0.5228579928599763,0.570889432884537,blue,blue,blue,20765,20168,19608
North Carolina,ASHE COUNTY,0.5773809523809523,0.6172521611182638,0.7035010454201699,red,red,red,21840,21748,22479
North Carolina,AVERY COUNTY,0.5286862905423821,0.5595956855030187,0.6318391342107021,red,red,red,14676,14741,14969
North Carolina,BEAUFORT COUNTY,0.6345198119543317,0.6379723895314748,0.6985850434043909,red,red,red,37225,37522,37669
North Carolina,BERTIE COUNTY,0.615454766536965,0.5878986099754702,0.6272767942736627,blue,blue,blue,16448,15899,15647
North Carolina,BLADEN COUNTY,0.5901475646288694,0.599411786885864,0.656708977259654,blue,red,red,27039,26521,26077
North Carolina,BRUNSWICK COUNTY,0.624429857505198,0.6472203547113354,0.7403834311753356,red,red,red,91863,105607,121795
North Carolina,BUNCOMBE COUNTY,0.6549386071989086,0.6728081813691785,0.755782895260014,blue,blue,blue,194974,206518,213777
North Carolina,BURKE COUNTY,0.5147912323209557,0.5385882125015569,0.6038721906309233,red,red,red,70988,72263,73860
North Carolina,CABARRUS COUNTY,0.619144995184115,0.6252697757342591,0.7260346087624333,red,red,red,134970,149198,161462
North Carolina,CALDWELL COUNTY,0.5401303205138174,0.559983965216855,0.6504814556058442,red,red,red,64303,64859,65842
North Carolina,CAMDEN COUNTY,0.6228813559322034,0.6274755577839057,0.7081003925300345,red,red,red,7552,7978,8407
North Carolina,CARTERET COUNTY,0.6448374153488625,0.6694604412155577,0.7420442497870935,red,red,red,55079,56435,57537
North Carolina,CASWELL COUNTY,0.5938458227984291,0.5999024548853845,0.6555513245933743,red,red,red,18589,18453,18383
North Carolina,CATAWBA COUNTY,0.5860939420987925,0.5974533233139828,0.6693759979459364,red,red,red,118754,121099,124631
North Carolina,CHATHAM COUNTY,0.6971080070824316,0.7201279456411739,0.8145857427800406,blue,blue,blue,50830,55336,59661
North Carolina,CHEROKEE COUNTY,0.583749206061156,0.6189333100558659,0.6878167273945638,red,red,red,22042,22912,23877
North Carolina,CHOWAN COUNTY,0.6506849315068494,0.6413487133984028,0.6972411322106772,red,red,red,11534,11270,11164
North Carolina,CLAY COUNTY,0.6499251238336597,0.6757364515403643,0.7370615911035072,red,red,red,8681,8894,9352
North Carolina,CLEVELAND COUNTY,0.5762378343881296,0.5914446856961288,0.6706577433859667,red,red,red,75212,75532,76504
North Carolina,COLUMBUS COUNTY,0.5447375516807478,0.5380551839844016,0.6008679253856815,red,red,red,44504,44107,44013
North Carolina,CRAVEN COUNTY,0.5693533270852859,0.5871748744471929,0.6601191734982025,red,red,red,81092,80046,80387
North Carolina,CUMBERLAND COUNTY,0.521517963301178,0.5081236176699145,0.5824147552987275,blue,blue,blue,244749,250935,252655
North Carolina,CURRITUCK COUNTY,0.609642972710603,0.6376906427744501,0.744959630911188,red,red,red,18542,19867,21675
North Carolina,DARE COUNTY,0.653172468929428,0.6778787983544785,0.8053709119914916,red,red,red,27518,28927,30088
North Carolina,DAVIDSON COUNTY,0.5665146590210282,0.5876036171816127,0.6742125909281335,red,red,red,125213,127392,131285
North Carolina,DAVIE COUNTY,0.6467864071593967,0.6622427858273469,0.7466151440960443,red,red,red,31958,32852,33901
North Carolina,DUPLIN COUNTY,0.4620770128354726,0.466014211020244,0.5074843610366399,red,red,red,44564,44754,44760
North Carolina,DURHAM COUNTY,0.6667499716005907,0.645429855274961,0.703258817413194,blue,blue,blue,220075,241907,255829
North Carolina,EDGECOMBE COUNTY,0.6370485840478046,0.6064135679126663,0.6384572975140337,blue,blue,blue,42339,41038,39904
North Carolina,FORSYTH COUNTY,0.6399642644431209,0.627306948109059,0.6813179373123314,blue,blue,blue,271998,284250,295401
North Carolina,FRANKLIN COUNTY,0.6059551760939168,0.6049884452944457,0.6851478248110924,red,red,red,46850,50196,54524
North Carolina,GASTON COUNTY,0.5691685432838074,0.577434595416739,0.6627303816934058,red,red,red,158974,166999,174276
North Carolina,GATES COUNTY,0.5826584602094806,0.5887748416684866,0.6469122426868906,blue,red,red,9261,9158,9230
North Carolina,GRAHAM COUNTY,0.5767938038871839,0.6190405465617109,0.6893749076400177,red,red,red,6843,6733,6767
North Carolina,GRANVILLE COUNTY,0.5862338241856314,0.5887936972619252,0.657497190894336,blue,red,red,44820,46456,48058
North Carolina,GREENE COUNTY,0.5006382590723968,0.48574857485748574,0.5184198057332385,red,red,red,16451,16665,16884
North Carolina,GUILFORD COUNTY,0.6583913435901692,0.6328910066803864,0.6801979724560061,blue,blue,blue,385564,406713,418240
North Carolina,HALIFAX COUNTY,0.624033882893446,0.6184297825285662,0.6539311010129217,blue,blue,blue,41791,40695,39391
North Carolina,HARNETT COUNTY,0.48948644230227184,0.48125744374098917,0.5772155658976136,red,red,red,88695,95718,100990
North Carolina,HAYWOOD COUNTY,0.5884184177867525,0.624025182778229,0.716959660963742,red,red,red,47541,49240,50968
North Carolina,HENDERSON COUNTY,0.609287234413704,0.63569906572693,0.716294224261663,red,red,red,85989,91515,95451
North Carolina,HERTFORD COUNTY,0.5557082506235048,0.5219039811446431,0.5510130058552256,blue,blue,blue,19647,19517,19299
North Carolina,HOKE COUNTY,0.4800415742015225,0.476900538900225,0.5371878258279132,blue,blue,blue,35599,38226,40282
North Carolina,HYDE COUNTY,0.5130247578040904,0.5122276567363273,0.6081015129331381,red,red,red,4645,4498,4098
North Carolina,IREDELL COUNTY,0.6220421129800839,0.6252944072096633,0.7279819090760402,red,red,red,122765,132045,140623
North Carolina,JACKSON COUNTY,0.49822499328778974,0.5291988348745793,0.5835353067726914,red,red,red,33521,35361,36721
North Carolina,JOHNSTON COUNTY,0.6036997677805329,0.6085241117470391,0.7111600728039085,red,red,red,127035,141176,156585
North Carolina,JONES COUNTY,0.6496894409937888,0.6641231246766683,0.717159916926272,red,red,red,8050,7732,7704
North Carolina,LEE COUNTY,0.5525439956232333,0.5576080915860843,0.6154107264086898,red,red,red,43868,44985,47136
North Carolina,LENOIR COUNTY,0.6203971637472112,0.6052197864222337,0.6542385371807568,red,red,red,45271,44293,43423
North Carolina,LINCOLN COUNTY,0.604354971240756,0.6284229368169828,0.7386916932672364,red,red,red,60850,63688,67981
North Carolina,MACON COUNTY,0.6165801214071528,0.638809841144051,0.70892002734108,red,red,red,27346,27761,29260
North Carolina,MADISON COUNTY,0.5990049161878813,0.6470486908589802,0.7289146552204694,red,red,red,16883,17416,17939
North Carolina,MARTIN COUNTY,0.6735878187722941,0.652415748718508,0.6998939554612937,blue,red,red,18783,18338,17917
North Carolina,MCDOWELL COUNTY,0.5113289637247147,0.5581924394764928,0.6282054783297375,red,red,red,35396,35606,36617
North Carolina,MECKLENBURG COUNTY,0.6185419276075834,0.5898414306171632,0.66549345776624,blue,blue,blue,725739,801668,852079
North Carolina,MITCHELL COUNTY,0.6242463220516119,0.6619246177745074,0.739308201815357,red,red,red,12439,12231,12229
North Carolina,MONTGOMERY COUNTY,0.535804589475693,0.5488703923900119,0.6042038935389824,red,red,red,20961,21025,21266
North Carolina,MOORE COUNTY,0.6539442354565563,0.6480342835848705,0.7354149858814037,red,red,red,70977,75138,79328
North Carolina,NASH COUNTY,0.6623594814986818,0.6538408779149519,0.7086151969091032,blue,red,blue,73211,72900,73765
North Carolina,NEW HANOVER COUNTY,0.6173919260283113,0.613463805059891,0.6873396867766355,red,red,blue,167848,182415,191812
North Carolina,NORTHAMPTON COUNTY,0.6285647498831229,0.5978267467977904,0.6267046863377138,blue,blue,blue,17112,16473,16132
North Carolina,ONSLOW COUNTY,0.35796806926214103,0.392923457808954,0.4836852078771687,red,red,red,143686,145410,149343
North Carolina,ORANGE COUNTY,0.7006124665699134,0.7197867039643341,0.7087513028976443,blue,blue,blue,109557,114395,119925
North Carolina,PAMLICO COUNTY,0.6275638051044083,0.6397839448686906,0.7062471078204535,red,red,red,10775,10738,10805
North Carolina,PASQUOTANK COUNTY,0.5773731704983898,0.5678137651821862,0.6404338869576413,blue,blue,blue,31361,30628,31068
North Carolina,PENDER COUNTY,0.5874871254401303,0.6106828435022557,0.696502099555628,red,red,red,41749,45662,49058
North Carolina,PERQUIMANS COUNTY,0.6102192459407394,0.6187050359712231,0.6830336771013964,red,red,red,10901,10842,10957
North Carolina,PERSON COUNTY,0.6273106346652658,0.6353036437246964,0.6981282484614649,red,red,red,30457,30875,31361
North Carolina,PITT COUNTY,0.5859893437567345,0.5805839942321558,0.6146940322603288,blue,blue,blue,134569,138700,142466
North Carolina,POLK COUNTY,0.6258056743569664,0.6433656957928803,0.7070603043826524,red,red,red,16601,16995,17478
North Carolina,RANDOLPH COUNTY,0.5615935326328252,0.5873925501432665,0.6563535120230614,red,red,red,108112,109935,111702
North Carolina,RICHMOND COUNTY,0.5513060760931289,0.5578710385037233,0.6015471085873219,blue,red,red,35220,34646,34516
North Carolina,ROBESON COUNTY,0.43029477185740334,0.4111496855345912,0.4794310388620777,blue,red,red,99806,99375,98425
North Carolina,ROCKINGHAM COUNTY,0.5762479429511794,0.583821254971277,0.6576655891051654,red,red,red,72920,72416,72695
North Carolina,ROWAN COUNTY,0.5892164835372657,0.596346084362464,0.6629518915550578,red,red,red,105754,107939,110729
North Carolina,RUTHERFORD COUNTY,0.5453336373309013,0.578543476185931,0.6444723147766838,red,red,red,52632,52385,53422
North Carolina,SAMPSON COUNTY,0.5482729005634805,0.5440429728482101,0.5952039267070153,red,red,red,47739,47658,48081
North Carolina,SCOTLAND COUNTY,0.5162843283854262,0.5119458942880247,0.5514500055984772,blue,blue,red,27419,27206,26793
North Carolina,STANLY COUNTY,0.6097157052166713,0.6297918026229923,0.6886692910190333,red,red,red,47099,47503,49282
North Carolina,STOKES COUNTY,0.5864210926056529,0.6091795661452846,0.691963925158164,red,red,red,36866,37017,37145
North Carolina,SURRY COUNTY,0.5210764551948511,0.5706082518077414,0.6449103166640263,red,red,red,56556,56424,56811
North Carolina,SWAIN COUNTY,0.5295368401590089,0.5575890011836474,0.6346412858040765,red,red,red,10817,10983,11137
North Carolina,TRANSYLVANIA COUNTY,0.6152236943516718,0.6378141062250143,0.7011924808412661,red,red,red,27247,28016,29099
North Carolina,TYRRELL COUNTY,0.5304968759297828,0.5349123346662565,0.5526155717761557,red,red,red,3361,3251,3288
North Carolina,UNION COUNTY,0.6447678296736955,0.6462716040325489,0.7417844362911628,red,red,red,146918,163569,176616
North Carolina,VANCE COUNTY,0.6134431534049125,0.5889445754716981,0.6159509562360671,blue,blue,blue,33995,33920,34092
North Carolina,WAKE COUNTY,0.6854627673741216,0.666366924646877,0.7441567389627292,blue,blue,blue,709633,791792,849055
North Carolina,WARREN COUNTY,0.6058546473499076,0.6066695432410775,0.6353703703703704,blue,blue,blue,16773,16223,16200
North Carolina,WASHINGTON COUNTY,0.6559345983044005,0.639655530192986,0.6690748328660772,blue,blue,blue,9908,9638,9274
North Carolina,WATAUGA COUNTY,0.6145817140065292,0.6362999745352687,0.6572559259108155,red,blue,blue,45029,47124,49022
North Carolina,WAYNE COUNTY,0.5453348342289149,0.5357848784973628,0.5906243685593049,red,red,red,94166,94607,94031
North Carolina,WILKES COUNTY,0.54125578026631,0.5772465692784418,0.649227502379732,red,red,red,53847,54216,54628
North Carolina,WILSON COUNTY,0.6324837468059643,0.6113337608207758,0.6442964696950525,blue,blue,blue,61834,62380,63224
North Carolina,YADKIN COUNTY,0.5684868977176669,0.5957072840966706,0.6674148269739707,red,red,red,29575,29585,29851
North Carolina,YANCEY COUNTY,0.6658916367223279,0.6966983771684387,0.7679610336896225,red,red,red,14193,14296,14782
Ohio,ADAMS COUNTY,0.5203660253402158,0.5394149491879571,0.5639240206527403,red,red,red,21310,21058,21111
Ohio,ALLEN COUNTY,0.5992520995875367,0.5778863467519548,0.5880749185254696,red,red,red,80492,79417,78859
Ohio,ASHLAND COUNTY,0.595025556995769,0.5959767329132332,0.6226700978859521,red,red,red,40889,41260,41579
Ohio,ASHTABULA COUNTY,0.5579250123079315,0.5360028330098106,0.5687744587774893,blue,red,red,77186,76244,75893
Ohio,ATHENS COUNTY,0.5057458644415166,0.5206634953756919,0.44386021389991775,blue,blue,blue,54648,56549,55914
Ohio,AUGLAIZE COUNTY,0.6790553282850262,0.6820333698978119,0.7304367869079175,red,red,red,34467,34642,34708
Ohio,BELMONT COUNTY,0.5610679559876993,0.56098923878364,0.5970387787717912,red,red,red,56257,55477,54437
Ohio,BROWN COUNTY,0.5759258709275044,0.5847250387689371,0.614635894067417,red,red,red,33671,33532,33493
